,player,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,team,year
538,Opponent/G,241.5,37.4,85.0,.440,9.4,27.7,.339,28.0,57.4,.488,16.3,21.3,.763,9.6,34.2,43.8,21.3,7.2,4.4,14.1,19.2,100.4,BOS,2018
539,Lg,12,3,12,2,4,9,1,6,17,5,15,15,12,13,20,22,4,7,6,19,22,3,BOS,2018
540,Team,19780,3451,7423,.465,1032,2829,.365,2419,4594,.527,1282,1598,.802,804,2849,3653,2155,706,435,1052,1670,9216,BOS,2019
541,Team/G,241.2,42.1,90.5,.465,12.6,34.5,.365,29.5,56.0,.527,15.6,19.5,.802,9.8,34.7,44.5,26.3,8.6,5.3,12.8,20.4,112.4,BOS,2019
542,Lg,18,11,9,14,6,7,7,18,18,11,28,29,4,20,16,22,5,4,10,3,12,14,BOS,2019
543,Opponent,19780,3239,7222,.448,944,2748,.344,2295,4474,.513,1430,1872,.764,852,2912,3764,1940,556,317,1241,1602,8852,BOS,2019
544,Opponent/G,241.2,39.5,88.1,.448,11.5,33.5,.344,28.0,54.6,.513,17.4,22.8,.764,10.4,35.5,45.9,23.7,6.8,3.9,15.1,19.5,108.0,BOS,2019
545,Lg,18,4,9,4,15,22,6,5,5,13,13,16,12,16,22,22,8,2,2,7,26,8,BOS,2019
546,Team,19805,3022,6886,.439,610,1762,.346,2412,5124,.471,1411,1753,.805,850,2788,3638,1682,467,466,1099,1616,8065,NYK,2016
547,Team/G,241.5,36.9,84.0,.439,7.4,21.5,.346,29.4,62.5,.471,17.2,21.4,.805,10.4,34.0,44.4,20.5,5.7,5.7,13.4,19.7,98.4,NYK,2016
548,Lg,19,25,21,26,24,23,20,16,12,28,17,25,1,16,7,10,26,30,9,7,10,27,NYK,2016
549,Opponent,19805,3114,7035,.443,626,1838,.341,2488,5197,.479,1435,1904,.754,890,2733,3623,1703,589,343,927,1520,8289,NYK,2016
550,Opponent/G,241.5,38.0,85.8,.443,7.6,22.4,.341,30.3,63.4,.479,17.5,23.2,.754,10.9,33.3,44.2,20.8,7.2,4.2,11.3,18.5,101.1,NYK,2016
551,Lg,19,13,25,10,4,6,7,22,25,9,15,15,12,19,15,16,3,6,5,30,27,10,NYK,2016
552,Team,19855,3244,7256,.447,704,2022,.348,2540,5234,.485,1364,1731,.788,983,2723,3706,1786,581,455,1139,1668,8556,NYK,2017
553,Team/G,242.1,39.6,88.5,.447,8.6,24.7,.348,31.0,63.8,.485,16.6,21.1,.788,12.0,33.2,45.2,21.8,7.1,5.5,13.9,20.3,104.3,NYK,2017
554,Lg,7,8,3,23,24,21,21,8,4,28,26,28,10,3,17,5,19,23,4,17,19,18,NYK,2017
555,Opponent,19855,3259,7163,.455,806,2313,.348,2453,4850,.506,1533,1988,.771,953,2715,3668,1786,615,377,1060,1516,8857,NYK,2017
556,Opponent/G,242.1,39.7,87.4,.455,9.8,28.2,.348,29.9,59.1,.506,18.7,24.2,.771,11.6,33.1,44.7,21.8,7.5,4.6,12.9,18.5,108.0,NYK,2017
557,Lg,7,22,24,13,15,23,7,19,16,20,22,22,13,29,14,26,8,15,10,25,29,23,NYK,2017
558,Team,19830,3334,7193,.464,673,1914,.352,2661,5279,.504,1225,1557,.787,859,2752,3611,1912,552,421,1207,1682,8566,NYK,2018
559,Team/G,241.8,40.7,87.7,.464,8.2,23.3,.352,32.5,64.4,.504,14.9,19.0,.787,10.5,33.6,44.0,23.3,6.7,5.1,14.7,20.5,104.5,NYK,2018
560,Lg,8,9,5,12,29,29,27,3,1,18,24,28,5,5,19,13,13,29,8,21,22,18,NYK,2018
561,Opponent,19830,3233,7078,.457,917,2494,.368,2316,4584,.505,1475,1906,.774,838,2702,3540,1965,670,389,1096,1509,8858,NYK,2018
562,Opponent/G,241.8,39.4,86.3,.457,11.2,30.4,.368,28.2,55.9,.505,18.0,23.2,.774,10.2,33.0,43.2,24.0,8.2,4.7,13.4,18.4,108.0,NYK,2018
563,Lg,8,16,17,11,24,22,20,9,10,11,24,23,22,21,10,16,22,22,14,28,28,20,NYK,2018
564,Team,19780,3134,7241,.433,823,2421,.340,2311,4820,.479,1484,1956,.759,857,2811,3668,1646,557,422,1151,1713,8575,NYK,2019
565,Team/G,241.2,38.2,88.3,.433,10.0,29.5,.340,28.2,58.8,.479,18.1,23.9,.759,10.5,34.3,44.7,20.1,6.8,5.1,14.0,20.9,104.6,NYK,2019
566,Lg,18,29,18,30,24,22,28,25,11,30,11,10,19,13,20,20,30,24,13,17,16,28,NYK,2019
567,Opponent,19780,3434,7352,.467,969,2673,.363,2465,4679,.527,1493,1948,.766,881,3016,3897,2098,607,458,1084,1708,9330,NYK,2019
568,Opponent/G,241.2,41.9,89.7,.467,11.8,32.6,.363,30.1,57.1,.527,18.2,23.8,.766,10.7,36.8,47.5,25.6,7.4,5.6,13.2,20.8,113.8,NYK,2019
569,Lg,18,19,16,22,19,17,24,15,15,20,21,22,14,20,30,29,23,11,26,23,14,22,NYK,2019
570,Team,19755,3136,6920,.453,531,1508,.352,2605,5412,.481,1286,1699,.757,863,2614,3477,1829,627,332,1212,1476,8089,BRK,2016
571,Team/G,240.9,38.2,84.4,.453,6.5,18.4,.352,31.8,66.0,.481,15.7,20.7,.757,10.5,31.9,42.4,22.3,7.6,4.0,14.8,18.0,98.6,BRK,2016
572,Lg,26,17,17,13,26,27,13,8,3,22,27,27,18,14,25,23,15,19,25,19,2,26,BRK,2016
573,Opponent,19755,3345,6984,.479,775,2100,.369,2570,4884,.526,1227,1608,.763,840,2719,3559,2006,720,430,1162,1510,8692,BRK,2016
574,Opponent/G,240.9,40.8,85.2,.479,9.5,25.6,.369,31.3,59.6,.526,15.0,19.6,.763,10.2,33.2,43.4,24.5,8.8,5.2,14.2,18.4,106.0,BRK,2016
575,Lg,26,30,22,30,27,25,24,26,14,30,2,1,22,14,14,12,27,27,18,16,28,24,BRK,2016
576,Team,19755,3102,6987,.444,877,2591,.338,2225,4396,.506,1592,2020,.788,721,2879,3600,1756,593,387,1356,1726,8673,BRK,2017
577,Team/G,240.9,37.8,85.2,.444,10.7,31.6,.338,27.1,53.6,.506,19.4,24.6,.788,8.8,35.1,43.9,21.4,7.2,4.7,16.5,21.0,105.8,BRK,2017
578,Lg,25,25,17,24,6,4,26,25,25,11,4,7,9,26,1,10,20,21,18,29,25,12,BRK,2017
579,Opponent,19755,3414,7449,.458,816,2232,.366,2598,5217,.498,1581,2049,.772,902,2965,3867,1888,780,457,1092,1671,9225,BRK,2017
580,Opponent/G,240.9,41.6,90.8,.458,10.0,27.2,.366,31.7,63.6,.498,19.3,25.0,.772,11.0,36.2,47.2,23.0,9.5,5.6,13.3,20.4,112.5,BRK,2017
581,Lg,25,29,30,18,20,17,22,29,30,10,26,26,15,27,29,29,16,30,30,21,9,29,BRK,2017
582,Team,19855,3136,7114,.441,1041,2924,.356,2095,4190,.500,1428,1850,.772,792,2852,3644,1941,512,390,1245,1688,8741,BRK,2018
583,Team/G,242.1,38.2,86.8,.441,12.7,35.7,.356,25.5,51.1,.500,17.4,22.6,.772,9.7,34.8,44.4,23.7,6.2,4.8,15.2,20.6,106.6,BRK,2018
584,Lg,5,27,10,29,2,2,20,29,29,19,8,11,14,15,9,9,9,30,16,25,23,14,BRK,2018
585,Opponent,19855,3418,7334,.466,741,2010,.369,2677,5324,.503,1471,1921,.766,853,2981,3834,1782,630,450,1015,1615,9048,BRK,2018
586,Opponent/G,242.1,41.7,89.4,.466,9.0,24.5,.369,32.6,64.9,.503,17.9,23.4,.766,10.4,36.4,46.8,21.7,7.7,5.5,12.4,19.7,110.3,BRK,2018
587,Lg,5,27,27,19,2,1,23,30,30,9,23,24,14,25,28,30,5,15,27,30,19,28,BRK,2018
588,Team,19980,3301,7358,.449,1047,2965,.353,2254,4393,.513,1555,2088,.745,900,2919,3819,1954,539,339,1236,1763,9204,BRK,2019
589,Team/G,243.7,40.3,89.7,.449,12.8,36.2,.353,27.5,53.6,.513,19.0,25.5,.745,11.0,35.6,46.6,23.8,6.6,4.1,15.1,21.5,112.2,BRK,2019
590,Lg,1,20,14,25,5,5,14,27,25,17,6,4,24,10,10,7,21,27,28,26,23,15,BRK,2019
591,Opponent,19980,3460,7581,.456,848,2486,.341,2612,5095,.513,1442,1872,.770,902,2889,3791,1944,638,432,1104,1807,9210,BRK,2019
592,Opponent/G,243.7,42.2,92.5,.456,10.3,30.3,.341,31.9,62.1,.513,17.6,22.8,.770,11.0,35.2,46.2,23.7,7.8,5.3,13.5,22.0,112.3,BRK,2019
593,Lg,1,23,27,12,5,9,3,30,30,11,16,16,22,24,18,24,10,22,22,20,7,18,BRK,2019
594,Team,19805,2970,6887,.431,764,2255,.339,2206,4632,.476,1284,1850,.694,777,2605,3382,1765,680,495,1343,1780,7988,PHI,2016
595,Team/G,241.5,36.2,84.0,.431,9.3,27.5,.339,26.9,56.5,.476,15.7,22.6,.694,9.5,31.8,41.2,21.5,8.3,6.0,16.4,21.7,97.4,PHI,2016
596,Lg,19,28,20,29,9,8,24,29,23,25,28,19,28,24,26,30,20,10,3,29,25,29,PHI,2016
597,Opponent,19805,3253,7005,.464,638,1776,.359,2615,5229,.500,1683,2141,.786,913,2987,3900,1919,711,466,1241,1571,8827,PHI,2016
598,Opponent/G,241.5,39.7,85.4,.464,7.8,21.7,.359,31.9,63.8,.500,20.5,26.1,.786,11.1,36.4,47.6,23.4,8.7,5.7,15.1,19.2,107.6,PHI,2016
599,Lg,19,26,23,25,5,4,20,29,27,19,30,29,30,21,30,30,24,25,28,10,25,29,PHI,2016
600,Team,19830,3088,6992,.442,831,2443,.340,2257,4549,.496,1393,1806,.771,807,2706,3513,1949,692,420,1366,1793,8400,PHI,2017
601,Team/G,241.8,37.7,85.3,.442,10.1,29.8,.340,27.5,55.5,.496,17.0,22.0,.771,9.8,33.0,42.8,23.8,8.4,5.1,16.7,21.9,102.4,PHI,2017
602,Lg,10,27,16,27,10,7,25,23,24,19,24,24,18,17,19,23,8,3,7,30,28,25,PHI,2017
603,Opponent,19830,3244,7043,.461,729,2044,.357,2515,4999,.503,1650,2135,.773,886,2802,3688,1859,704,446,1241,1610,8867,PHI,2017
604,Opponent/G,241.8,39.6,85.9,.461,8.9,24.9,.357,30.7,61.0,.503,20.1,26.0,.773,10.8,34.2,45.0,22.7,8.6,5.4,15.1,19.6,108.1,PHI,2017
605,Lg,10,19,16,21,5,5,15,26,25,15,27,27,19,26,24,27,13,27,27,4,19,24,PHI,2017
606,Team,19780,3349,7098,.472,901,2445,.369,2448,4653,.526,1405,1868,.752,893,2996,3889,2221,682,420,1353,1811,9004,PHI,2018
607,Team/G,241.2,40.8,86.6,.472,11.0,29.8,.369,29.9,56.7,.526,17.1,22.8,.752,10.9,36.5,47.4,27.1,8.3,5.1,16.5,22.1,109.8,PHI,2018
608,Lg,16,5,13,8,12,12,10,11,17,7,11,10,23,3,1,1,2,7,9,30,29,7,PHI,2018
609,Opponent,19780,3120,7185,.434,829,2427,.342,2291,4758,.482,1566,2102,.745,818,2641,3459,1782,697,417,1173,1670,8635,PHI,2018
610,Opponent/G,241.2,38.0,87.6,.434,10.1,29.6,.342,27.9,58.0,.482,19.1,25.6,.745,10.0,32.2,42.2,21.7,8.5,5.1,14.3,20.4,105.3,PHI,2018
611,Lg,16,5,22,1,9,17,2,5,22,1,29,29,2,20,4,6,5,26,21,15,11,11,PHI,2018
612,Team,19805,3407,7233,.471,889,2474,.359,2518,4759,.529,1742,2258,.771,892,3025,3917,2207,606,432,1223,1745,9445,PHI,2019
613,Team/G,241.5,41.5,88.2,.471,10.8,30.2,.359,30.7,58.0,.529,21.2,27.5,.771,10.9,36.9,47.8,26.9,7.4,5.3,14.9,21.3,115.2,PHI,2019
614,Lg,15,14,20,8,19,19,8,14,15,9,2,2,16,11,2,4,4,19,11,25,20,4,PHI,2019
615,Opponent,19805,3418,7506,.455,843,2464,.342,2575,5042,.511,1545,2011,.768,823,2743,3566,1917,634,336,1045,1816,9224,PHI,2019
616,Opponent/G,241.5,41.7,91.5,.455,10.3,30.0,.342,31.4,61.5,.511,18.8,24.5,.768,10.0,33.5,43.5,23.4,7.7,4.1,12.7,22.1,112.5,PHI,2019
617,Lg,15,17,26,10,4,6,4,29,29,9,26,26,17,10,4,4,5,21,4,27,6,19,PHI,2019
618,Team,19855,3171,6888,.460,880,2428,.362,2291,4460,.514,1333,1783,.748,873,2777,3650,1861,551,317,1114,1666,8555,CLE,2016
619,Team/G,242.1,38.7,84.0,.460,10.7,29.6,.362,27.9,54.4,.514,16.3,21.7,.748,10.6,33.9,44.5,22.7,6.7,3.9,13.6,20.3,104.3,CLE,2016
620,Lg,9,8,19,10,2,3,7,24,29,4,26,24,21,12,11,9,13,28,27,10,14,8,CLE,2016
621,Opponent,19855,3019,6736,.448,647,1862,.347,2372,4874,.487,1378,1855,.743,760,2604,3364,1756,590,362,1092,1690,8063,CLE,2016
622,Opponent/G,242.1,36.8,82.1,.448,7.9,22.7,.347,28.9,59.4,.487,16.8,22.6,.743,9.3,31.8,41.0,21.4,7.2,4.4,13.3,20.6,98.3,CLE,2016
623,Lg,9,6,5,14,9,7,13,7,12,15,10,11,5,5,8,5,8,7,7,24,12,4,CLE,2016
624,Team,19880,3275,6963,.470,1067,2779,.384,2208,4184,.528,1431,1913,.748,766,2821,3587,1858,539,327,1121,1486,9048,CLE,2017
625,Team/G,242.4,39.9,84.9,.470,13.0,33.9,.384,26.9,51.0,.528,17.5,23.3,.748,9.3,34.4,43.7,22.7,6.6,4.0,13.7,18.1,110.3,CLE,2017
626,Lg,4,5,19,5,2,2,2,27,29,3,19,13,23,21,7,12,13,30,25,14,4,4,CLE,2017
627,Opponent,19880,3333,7284,.458,850,2353,.361,2483,4931,.504,1271,1644,.773,902,2724,3626,2024,598,349,1033,1690,8787,CLE,2017
628,Opponent/G,242.4,40.6,88.8,.458,10.4,28.7,.361,30.3,60.1,.504,15.5,20.0,.773,11.0,33.2,44.2,24.7,7.3,4.3,12.6,20.6,107.2,CLE,2017
629,Lg,4,26,26,16,26,24,18,22,22,17,3,3,20,27,16,20,29,8,8,28,6,20,CLE,2017
630,Team,19730,3311,6950,.476,981,2636,.372,2330,4314,.540,1488,1909,.779,694,2761,3455,1916,582,312,1126,1524,9091,CLE,2018
631,Team/G,240.6,40.4,84.8,.476,12.0,32.1,.372,28.4,52.6,.540,18.1,23.3,.779,8.5,33.7,42.1,23.4,7.1,3.8,13.7,18.6,110.9,CLE,2018
632,Lg,23,10,26,5,3,5,6,20,28,5,6,9,10,27,17,23,12,24,28,10,5,5,CLE,2018
633,Opponent,19730,3429,7238,.474,956,2596,.368,2473,4642,.533,1200,1588,.756,812,2766,3578,2122,613,340,1105,1696,9014,CLE,2018
634,Opponent/G,240.6,41.8,88.3,.474,11.7,31.7,.368,30.2,56.6,.533,14.6,19.4,.756,9.9,33.7,43.6,25.9,7.5,4.1,13.5,20.7,109.9,CLE,2018
635,Lg,23,30,25,28,28,29,22,24,13,28,3,4,5,18,17,18,28,12,3,26,7,26,CLE,2018
636,Team,19755,3189,7184,.444,847,2388,.355,2342,4796,.488,1342,1694,.792,879,2619,3498,1698,534,195,1106,1642,8567,CLE,2019
637,Team/G,240.9,38.9,87.6,.444,10.3,29.1,.355,28.6,58.5,.488,16.4,20.7,.792,10.7,31.9,42.7,20.7,6.5,2.4,13.5,20.0,104.5,CLE,2019
638,Lg,24,26,23,28,20,24,13,20,13,29,22,27,7,12,28,26,29,28,30,9,6,29,CLE,2019
639,Opponent,19755,3539,7148,.495,984,2590,.380,2555,4558,.561,1293,1680,.770,782,2835,3617,2107,568,459,1022,1592,9355,CLE,2019
640,Opponent/G,240.9,43.2,87.2,.495,12.0,31.6,.380,31.2,55.6,.561,15.8,20.5,.770,9.5,34.6,44.1,25.7,6.9,5.6,12.5,19.4,114.1,CLE,2019
641,Lg,24,28,7,30,22,11,30,25,6,30,3,3,19,6,13,8,24,6,27,28,28,24,CLE,2019
642,Team,19880,3142,6985,.450,663,1889,.351,2479,5096,.486,1430,1872,.764,847,2779,3626,1741,742,391,1219,1641,8377,IND,2016
643,Team/G,242.4,38.3,85.2,.450,8.1,23.0,.351,30.2,62.1,.486,17.4,22.8,.764,10.3,33.9,44.2,21.2,9.0,4.8,14.9,20.0,102.2,IND,2016
644,Lg,5,15,13,17,18,20,14,13,13,17,14,17,15,17,10,12,22,4,17,20,11,17,IND,2016
645,Opponent,19880,3065,6962,.440,679,2035,.334,2386,4927,.484,1428,1901,.751,877,2774,3651,1707,634,366,1297,1676,8237,IND,2016
646,Opponent/G,242.4,37.4,84.9,.440,8.3,24.8,.334,29.1,60.1,.484,17.4,23.2,.751,10.7,33.8,44.5,20.8,7.7,4.5,15.8,20.4,100.5,IND,2016
647,Lg,5,9,16,6,13,19,3,9,17,13,14,13,11,17,19,20,4,16,9,7,13,8,IND,2016
648,Team,19855,3221,6931,.465,709,1885,.376,2512,5046,.498,1467,1811,.810,742,2702,3444,1844,669,409,1130,1597,8618,IND,2017
649,Team/G,242.1,39.3,84.5,.465,8.6,23.0,.376,30.6,61.5,.498,17.9,22.1,.810,9.0,33.0,42.0,22.5,8.2,5.0,13.8,19.5,105.1,IND,2017
650,Lg,7,15,20,10,23,27,4,9,9,17,16,23,2,23,21,26,16,9,9,16,13,15,IND,2017
651,Opponent,19855,3115,6909,.451,849,2389,.355,2266,4520,.501,1557,1974,.789,879,2751,3630,1832,661,407,1225,1599,8636,IND,2017
652,Opponent/G,242.1,38.0,84.3,.451,10.4,29.1,.355,27.6,55.1,.501,19.0,24.1,.789,10.7,33.5,44.3,22.3,8.1,5.0,14.9,19.5,105.3,IND,2017
653,Lg,7,7,11,10,25,25,13,5,6,12,24,20,30,24,19,21,11,20,16,6,20,14,IND,2017
654,Team,19755,3345,7083,.472,741,2010,.369,2604,5073,.513,1225,1573,.779,788,2684,3472,1819,721,340,1089,1544,8656,IND,2018
655,Team/G,240.9,40.8,86.4,.472,9.0,24.5,.369,31.8,61.9,.513,14.9,19.2,.779,9.6,32.7,42.3,22.2,8.8,4.1,13.3,18.8,105.6,IND,2018
656,Lg,18,6,14,6,25,26,9,4,4,13,24,27,11,17,25,22,23,3,25,5,7,17,IND,2018
657,Opponent,19755,3230,6953,.465,870,2496,.349,2360,4457,.530,1213,1602,.757,838,2686,3524,1905,577,428,1271,1514,8543,IND,2018
658,Opponent/G,240.9,39.4,84.8,.465,10.6,30.4,.349,28.8,54.4,.530,14.8,19.5,.757,10.2,32.8,43.0,23.2,7.0,5.2,15.5,18.5,104.2,IND,2018
659,Lg,18,15,11,18,15,23,5,12,5,27,6,5,7,21,8,14,12,3,25,3,26,9,IND,2018
660,Team,19705,3390,7135,.475,779,2081,.374,2611,5054,.517,1298,1727,.752,762,2766,3528,2128,713,404,1122,1594,8857,IND,2019
661,Team/G,240.3,41.3,87.0,.475,9.5,25.4,.374,31.8,61.6,.517,15.8,21.1,.752,9.3,33.7,43.0,26.0,8.7,4.9,13.7,19.4,108.0,IND,2019
662,Lg,30,16,27,4,29,29,5,5,7,16,26,23,22,25,23,24,9,3,20,10,4,22,IND,2019
663,Opponent,19705,3177,7059,.450,932,2633,.354,2245,4426,.507,1298,1718,.756,862,2718,3580,2006,608,425,1284,1642,8584,IND,2019
664,Opponent/G,240.3,38.7,86.1,.450,11.4,32.1,.354,27.4,54.0,.507,15.8,21.0,.756,10.5,33.1,43.7,24.5,7.4,5.2,15.7,20.0,104.7,IND,2019
665,Lg,30,3,3,6,14,14,14,3,3,7,4,6,7,17,3,5,13,13,21,5,23,1,IND,2019
666,Team,19880,3111,7087,.439,740,2148,.345,2371,4939,.480,1399,2095,.668,1021,2777,3798,1594,573,304,1110,1557,8361,DET,2016
667,Team/G,242.4,37.9,86.4,.439,9.0,26.2,.345,28.9,60.2,.480,17.1,25.5,.668,12.5,33.9,46.3,19.4,7.0,3.7,13.5,19.0,102.0,DET,2016
668,Lg,5,18,5,25,10,10,22,18,18,23,20,5,30,2,11,2,27,24,30,9,6,19,DET,2016
669,Opponent,19880,3182,6903,.461,596,1679,.355,2586,5224,.495,1351,1726,.783,725,2763,3488,1766,583,366,1099,1773,8311,DET,2016
670,Opponent/G,242.4,38.8,84.2,.461,7.3,20.5,.355,31.5,63.7,.495,16.5,21.0,.783,8.8,33.7,42.5,21.5,7.1,4.5,13.4,21.6,101.4,DET,2016
671,Lg,5,19,11,22,2,2,16,28,26,16,5,3,28,1,16,8,9,4,9,22,5,12,DET,2016
672,Team,19805,3269,7282,.449,631,1915,.330,2638,5367,.492,1140,1586,.719,908,2838,3746,1732,574,310,973,1467,8309,DET,2017
673,Team/G,241.5,39.9,88.8,.449,7.7,23.4,.330,32.2,65.5,.492,13.9,19.3,.719,11.1,34.6,45.7,21.1,7.0,3.8,11.9,17.9,101.3,DET,2017
674,Lg,13,7,1,22,27,26,28,2,2,23,30,29,29,8,5,4,24,25,29,3,3,26,DET,2017
675,Opponent,19805,3144,6830,.460,767,2098,.366,2377,4732,.502,1346,1726,.780,656,2861,3517,1929,551,339,1046,1434,8401,DET,2017
676,Opponent/G,241.5,38.3,83.3,.460,9.4,25.6,.366,29.0,57.7,.502,16.4,21.0,.780,8.0,34.9,42.9,23.5,6.7,4.1,12.8,17.5,102.5,DET,2017
677,Lg,13,9,8,20,11,8,21,11,10,14,8,8,25,1,25,10,21,4,6,27,30,7,DET,2017
678,Team,19805,3208,7129,.450,886,2373,.373,2322,4756,.488,1207,1621,.745,830,2756,3586,1868,628,317,1103,1508,8509,DET,2018
679,Team/G,241.5,39.1,86.9,.450,10.8,28.9,.373,28.3,58.0,.488,14.7,19.8,.745,10.1,33.6,43.7,22.8,7.7,3.9,13.5,18.4,103.8,DET,2018
680,Lg,12,16,9,23,14,16,5,21,14,26,27,24,25,11,18,16,15,14,27,7,4,22,DET,2018
681,Opponent,19805,3206,6988,.459,908,2527,.359,2298,4461,.515,1201,1548,.776,756,2833,3589,2064,597,398,1215,1511,8521,DET,2018
682,Opponent/G,241.5,39.1,85.2,.459,11.1,30.8,.359,28.0,54.4,.515,14.6,18.9,.776,9.2,34.5,43.8,25.2,7.3,4.9,14.8,18.4,103.9,DET,2018
683,Lg,12,12,13,14,23,27,12,7,7,16,4,2,23,8,21,21,27,9,17,8,27,8,DET,2018
684,Team,19855,3185,7238,.440,993,2854,.348,2192,4384,.500,1415,1893,.747,936,2752,3688,1845,569,331,1135,1811,8778,DET,2019
685,Team/G,242.1,38.8,88.3,.440,12.1,34.8,.348,26.7,53.5,.500,17.3,23.1,.747,11.4,33.6,45.0,22.5,6.9,4.0,13.8,22.1,107.0,DET,2019
686,Lg,7,27,19,29,9,6,23,28,26,27,19,17,23,5,24,18,26,22,29,11,26,25,DET,2019
687,Opponent,19855,3271,6969,.469,786,2278,.345,2485,4691,.530,1470,1947,.755,747,2834,3581,1940,566,419,1153,1748,8798,DET,2019
688,Opponent/G,242.1,39.9,85.0,.469,9.6,27.8,.345,30.3,57.2,.530,17.9,23.7,.755,9.1,34.6,43.7,23.7,6.9,5.1,14.1,21.3,107.3,DET,2019
689,Lg,7,6,2,24,1,2,9,21,17,22,18,21,5,3,12,6,8,5,17,14,11,7,DET,2019
690,Team,19905,3165,7170,.441,651,1753,.371,2514,5417,.464,1354,1720,.787,907,2889,3796,1870,495,470,1141,1545,8335,CHI,2016
691,Team/G,242.7,38.6,87.4,.441,7.9,21.4,.371,30.7,66.1,.464,16.5,21.0,.787,11.1,35.2,46.3,22.8,6.0,5.7,13.9,18.8,101.6,CHI,2016
692,Lg,3,11,2,22,21,24,3,11,2,29,23,26,7,9,3,3,12,29,8,13,5,21,CHI,2016
693,Opponent,19905,3234,7333,.441,651,1885,.345,2583,5448,.474,1337,1813,.737,969,2798,3767,1848,655,465,974,1535,8456,CHI,2016
694,Opponent/G,242.7,39.4,89.4,.441,7.9,23.0,.345,31.5,66.4,.474,16.3,22.1,.737,11.8,34.1,45.9,22.5,8.0,5.7,11.9,18.7,103.1,CHI,2016
695,Lg,3,25,30,8,11,8,10,27,30,8,4,8,3,29,20,25,19,19,27,29,26,16,CHI,2016
696,Team,19780,3169,7141,.444,623,1831,.340,2546,5310,.479,1474,1848,.798,999,2797,3796,1851,643,393,1112,1455,8435,CHI,2017
697,Team/G,241.2,38.6,87.1,.444,7.6,22.3,.340,31.0,64.8,.479,18.0,22.5,.798,12.2,34.1,46.3,22.6,7.8,4.8,13.6,17.7,102.9,CHI,2017
698,Lg,18,20,8,25,28,29,24,6,3,29,15,19,6,2,9,3,14,15,16,12,2,23,CHI,2017
699,Opponent,19780,3236,7099,.456,731,2121,.345,2505,4978,.503,1197,1555,.770,843,2698,3541,1939,602,378,1100,1541,8400,CHI,2017
700,Opponent/G,241.2,39.5,86.6,.456,8.9,25.9,.345,30.5,60.7,.503,14.6,19.0,.770,10.3,32.9,43.2,23.6,7.3,4.6,13.4,18.8,102.4,CHI,2017
701,Lg,18,17,22,14,6,9,6,24,24,16,2,2,11,17,12,13,23,10,12,20,25,6,CHI,2017
702,Team,19855,3170,7285,.435,906,2549,.355,2264,4736,.478,1194,1574,.759,790,2873,3663,1923,626,289,1147,1571,8440,CHI,2018
703,Team/G,242.1,38.7,88.8,.435,11.0,31.1,.355,27.6,57.8,.478,14.6,19.2,.759,9.6,35.0,44.7,23.5,7.6,3.5,14.0,19.2,102.9,CHI,2018
704,Lg,5,23,1,30,10,6,21,23,15,30,28,26,20,16,8,6,10,18,30,13,9,26,CHI,2018
705,Opponent,19855,3360,7115,.472,990,2678,.370,2370,4437,.534,1307,1660,.787,691,3053,3744,2123,588,423,1112,1425,9017,CHI,2018
706,Opponent/G,242.1,41.0,86.8,.472,12.1,32.7,.370,28.9,54.1,.534,15.9,20.2,.787,8.4,37.2,45.7,25.9,7.2,5.2,13.6,17.4,110.0,CHI,2018
707,Lg,5,23,20,27,30,30,24,14,4,30,10,7,29,1,30,26,29,5,24,24,29,27,CHI,2018
708,Team,19905,3266,7205,.453,745,2123,.351,2521,5082,.496,1328,1695,.783,718,2799,3517,1796,603,351,1159,1663,8605,CHI,2019
709,Team/G,242.7,39.8,87.9,.453,9.1,25.9,.351,30.7,62.0,.496,16.2,20.7,.783,8.8,34.1,42.9,21.9,7.4,4.3,14.1,20.3,104.9,CHI,2019
710,Lg,3,23,22,20,30,27,19,13,5,28,25,26,11,30,21,25,27,20,26,19,9,27,CHI,2019
711,Opponent,19905,3464,7316,.473,990,2709,.365,2474,4607,.537,1377,1805,.763,824,2984,3808,2094,600,473,1092,1534,9295,CHI,2019
712,Opponent/G,242.7,42.2,89.2,.473,12.1,33.0,.365,30.2,56.2,.537,16.8,22.0,.763,10.0,36.4,46.4,25.5,7.3,5.8,13.3,18.7,113.4,CHI,2019
713,Lg,3,24,15,27,24,20,26,18,10,25,9,8,10,11,28,25,22,9,28,22,30,20,CHI,2019
714,Team,19830,3145,6740,.467,440,1277,.345,2705,5463,.495,1392,1863,.747,858,2559,3417,1895,672,475,1247,1695,8122,MIL,2016
715,Team/G,241.8,38.4,82.2,.467,5.4,15.6,.345,33.0,66.6,.495,17.0,22.7,.747,10.5,31.2,41.7,23.1,8.2,5.8,15.2,20.7,99.0,MIL,2016
716,Lg,11,14,26,5,30,30,21,2,1,13,21,18,22,15,29,27,9,13,7,25,17,25,MIL,2016
717,Opponent,19830,3097,6817,.454,765,2171,.352,2332,4646,.502,1506,1961,.768,942,2583,3525,2013,679,462,1269,1600,8465,MIL,2016
